
Scatter Plot 1D
 ==================== 
Intensity Sum Ch=1 Img=1,Unit,Channel,Image,ID,Surpass Object,Surpass Object Data ID,Original ID,Original Component Name,Original Component ID,Original Image Name,Original Image ID,
7.80e7,,1,Image 1,178,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,178,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
8.16e7,,1,Image 1,179,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,179,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
5.50e7,,1,Image 1,180,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,180,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
9.44e7,,1,Image 1,181,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,181,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
1.10e8,,1,Image 1,182,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,182,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
2.47e8,,1,Image 1,183,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,183,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
2.62e7,,1,Image 1,184,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,184,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
2.48e8,,1,Image 1,185,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,185,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
8.38e7,,1,Image 1,186,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,186,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
1.17e8,,1,Image 1,187,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,187,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
8.10e7,,1,Image 1,188,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,188,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
8.07e7,,1,Image 1,189,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,189,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
9.19e7,,1,Image 1,190,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,190,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
1.10e8,,1,Image 1,191,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,191,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
3.05e8,,1,Image 1,192,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,192,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
2.12e8,,1,Image 1,193,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,193,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
5.71e7,,1,Image 1,194,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,194,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
8.55e7,,1,Image 1,195,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,195,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
1.92e8,,1,Image 1,196,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,196,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
3.32e7,,1,Image 1,197,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,197,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
1.81e8,,1,Image 1,198,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,198,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
2.54e8,,1,Image 1,199,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,199,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
1.33e8,,1,Image 1,200,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,200,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
3.43e8,,1,Image 1,201,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,201,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
5.80e7,,1,Image 1,202,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,202,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
1.26e8,,1,Image 1,203,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,203,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
1.98e8,,1,Image 1,204,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,204,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
7.37e7,,1,Image 1,205,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,205,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
3.01e8,,1,Image 1,206,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,206,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
1.72e7,,1,Image 1,207,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,207,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
4.09e7,,1,Image 1,208,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,208,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
2.89e8,,1,Image 1,209,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,209,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
7.04e7,,1,Image 1,211,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,211,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
3.54e7,,1,Image 1,212,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,212,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
1.10e8,,1,Image 1,213,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,213,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
4.88e7,,1,Image 1,214,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,214,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
2.87e8,,1,Image 1,215,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,0,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,
1.37e8,,1,Image 1,216,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,1,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,
1.71e8,,1,Image 1,217,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,2,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,
9.09e7,,1,Image 1,218,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,3,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,
2.76e8,,1,Image 1,219,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,4,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,
1.15e8,,1,Image 1,220,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,5,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,
1.81e8,,1,Image 1,221,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,6,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,
2.97e8,,1,Image 1,222,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,7,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,
1.98e8,,1,Image 1,223,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,8,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,
2.01e8,,1,Image 1,224,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,9,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,
2.50e8,,1,Image 1,225,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,10,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,
3.89e8,,1,Image 1,226,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,11,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,
2.83e8,,1,Image 1,227,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,12,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,
1.06e8,,1,Image 1,228,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,13,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,
1.33e8,,1,Image 1,229,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,14,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,
8.36e7,,1,Image 1,230,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,15,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,
3.05e8,,1,Image 1,231,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,16,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,
8.01e7,,1,Image 1,232,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,17,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,
4.11e8,,1,Image 1,233,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,18,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,
3.25e8,,1,Image 1,234,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,19,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,
2.88e8,,1,Image 1,235,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,20,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,
1.77e8,,1,Image 1,236,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,21,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,
9.76e7,,1,Image 1,237,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,22,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,
2.45e8,,1,Image 1,238,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,23,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,
2.77e8,,1,Image 1,239,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,24,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,
1.43e8,,1,Image 1,240,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,25,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,
1.61e8,,1,Image 1,241,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,26,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,
3.58e8,,1,Image 1,242,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,27,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,
3.27e8,,1,Image 1,243,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,28,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,
8.15e7,,1,Image 1,244,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,29,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_2_1_cmle_[ims1_2024-12-23T16-20-02.202].ims,
