
Scatter Plot 1D
 ==================== 
Volume,Unit,ID,Surpass Object,Surpass Object Data ID,Original ID,Original Component Name,Original Component ID,Original Image Name,Original Image ID,
128,µm^3,467,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,150,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
335,µm^3,468,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,151,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
253,µm^3,469,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,152,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
293,µm^3,470,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,153,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
406,µm^3,471,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,154,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
469,µm^3,472,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,155,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
309,µm^3,473,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,156,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
339,µm^3,474,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,157,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
112,µm^3,475,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,158,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
531,µm^3,476,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,159,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
198,µm^3,477,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,160,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
296,µm^3,478,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,161,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
743,µm^3,479,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,162,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
454,µm^3,480,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,163,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
791,µm^3,481,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,164,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
173,µm^3,482,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,165,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
552,µm^3,483,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,166,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
505,µm^3,484,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,167,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
434,µm^3,485,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,168,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
498,µm^3,486,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,169,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
282,µm^3,487,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,170,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
579,µm^3,488,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,171,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
603,µm^3,489,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,172,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
488,µm^3,490,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,173,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
441,µm^3,491,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,174,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
337,µm^3,492,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,175,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
268,µm^3,493,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,176,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
381,µm^3,494,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,177,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
299,µm^3,495,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,178,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
260,µm^3,496,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,179,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
676,µm^3,497,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,180,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
576,µm^3,498,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,181,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
363,µm^3,499,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,183,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
369,µm^3,500,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,184,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
657,µm^3,501,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,185,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
531,µm^3,502,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,186,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
352,µm^3,503,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,187,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
168,µm^3,504,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,188,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
456,µm^3,505,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,189,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
883,µm^3,506,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,190,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
117,µm^3,507,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,191,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
853,µm^3,508,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,192,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
178,µm^3,509,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,193,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
98.1,µm^3,510,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,194,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
650,µm^3,511,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,195,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
412,µm^3,512,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,196,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
226,µm^3,513,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,197,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
409,µm^3,514,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,198,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
626,µm^3,515,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,199,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
368,µm^3,516,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,200,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
242,µm^3,517,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,201,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
831,µm^3,518,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,202,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
149,µm^3,519,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,203,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
987,µm^3,520,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,204,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
407,µm^3,521,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,205,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
567,µm^3,522,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,206,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
459,µm^3,523,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,207,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
727,µm^3,524,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,208,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
689,µm^3,525,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,209,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
582,µm^3,526,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,210,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
870,µm^3,527,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,211,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
66.0,µm^3,528,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,212,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
292,µm^3,529,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,213,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
148,µm^3,530,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,214,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
92.3,µm^3,531,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,216,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_3_2_cmle_[ims1_2024-12-23T16-20-02.202].ims,
251,µm^3,532,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,0,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_4_3_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_4_3_cmle_[ims1_2024-12-23T16-20-02.202].ims,
652,µm^3,533,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,1,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_4_3_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_4_3_cmle_[ims1_2024-12-23T16-20-02.202].ims,
548,µm^3,534,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,2,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_4_3_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_4_3_cmle_[ims1_2024-12-23T16-20-02.202].ims,
