
Scatter Plot 1D
 ==================== 
Volume,Unit,ID,Surpass Object,Surpass Object Data ID,Original ID,Original Component Name,Original Component ID,Original Image Name,Original Image ID,
369,µm^3,1,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,1,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
328,µm^3,2,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,2,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
256,µm^3,5,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,5,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
175,µm^3,6,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,6,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
93.9,µm^3,7,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,7,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
71.3,µm^3,8,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,8,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
458,µm^3,9,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,9,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
110,µm^3,10,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,10,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
166,µm^3,11,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,11,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
283,µm^3,12,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,12,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
393,µm^3,13,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,13,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
217,µm^3,14,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,14,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
106,µm^3,15,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,15,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
157,µm^3,16,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,16,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
130,µm^3,17,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,17,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
369,µm^3,18,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,18,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
285,µm^3,19,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,19,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
93.1,µm^3,20,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,20,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
293,µm^3,21,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,21,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
95.0,µm^3,22,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,22,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
585,µm^3,23,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,23,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
337,µm^3,24,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,24,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
294,µm^3,25,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,25,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
554,µm^3,26,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,26,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
678,µm^3,27,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,27,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
144,µm^3,28,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,28,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
472,µm^3,29,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,29,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
165,µm^3,30,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,30,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
201,µm^3,31,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,31,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
361,µm^3,32,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,32,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
322,µm^3,33,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,33,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
332,µm^3,34,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,34,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
167,µm^3,35,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,35,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
154,µm^3,36,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,36,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
142,µm^3,37,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,37,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
592,µm^3,38,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,38,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
203,µm^3,39,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,39,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
440,µm^3,40,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,40,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
138,µm^3,41,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,41,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
333,µm^3,42,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,42,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
703,µm^3,43,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,43,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
463,µm^3,44,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,44,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
312,µm^3,45,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,45,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
547,µm^3,46,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,46,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
482,µm^3,48,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,48,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
185,µm^3,49,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,49,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
814,µm^3,50,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,50,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
249,µm^3,51,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,51,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
427,µm^3,52,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,52,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
316,µm^3,53,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,53,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
515,µm^3,54,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,54,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
343,µm^3,55,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,55,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
483,µm^3,56,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,56,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
323,µm^3,57,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,57,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
630,µm^3,58,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,58,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
622,µm^3,59,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,59,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
584,µm^3,60,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,60,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
277,µm^3,61,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,61,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
58.5,µm^3,62,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,62,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
380,µm^3,63,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,63,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
952,µm^3,64,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,64,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
83.3,µm^3,65,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,65,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
770,µm^3,66,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,66,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
256,µm^3,67,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,67,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
477,µm^3,68,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,68,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
270,µm^3,69,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,69,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
162,µm^3,70,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,70,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
343,µm^3,71,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700001,71,dapi DAPI_2000.icsx_[ibrx_2024-12-23T16-34-31.242],700002,GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,Z:\data\w.zhong\GMM3repsD7_publication\rep1_copy\GMMD7_rep1_1_0_cmle_[ims1_2024-12-23T16-20-02.202].ims,
